hour,day_of_week,month,is_peak_hour,is_weekend,road_type,weather,traffic_density,speed,speed_limit,vehicle_type,vehicles_involved,vehicle_age,road_condition,road_width,alcohol_involved,driver_distracted,pedestrians_involved,visibility,temperature,humidity,junction_type,severity
17,Tuesday,9,1,0,Residential,Rainy,8,37,40,Car,1,13,Dry,11,0,0,1,8,31,68,Intersection,Medium
17,Friday,8,1,0,Highway,Clear,7,10,80,Motorcycle,2,7,Wet,3,0,0,0,7,27,49,Intersection,Medium
22,Thursday,3,0,0,State Highway,Clear,3,41,60,Car,3,0,Dry,9,0,0,1,6,23,85,Roundabout,Medium
9,Tuesday,2,1,0,Urban Road,Rainy,5,34,40,Car,3,2,Good,9,0,0,0,6,32,79,No Junction,Medium
0,Wednesday,8,0,0,Urban Road,Foggy,2,18,40,Car,2,6,Slippery,7,1,0,0,3,20,42,No Junction,Medium
9,Thursday,5,1,0,Highway,Cloudy,7,10,80,Bus,3,16,Slippery,6,0,0,0,9,32,56,No Junction,High
8,Tuesday,9,1,0,Highway,Clear,6,17,80,Car,2,6,Under Construction,3,0,1,0,8,21,52,No Junction,High
17,Monday,1,1,0,National Highway,Clear,6,10,80,Motorcycle,2,7,Dry,3,0,0,0,8,21,60,Intersection,Medium
17,Wednesday,10,1,0,Urban Road,Cloudy,8,10,40,Motorcycle,3,12,Under Construction,11,0,0,0,8,15,80,T-Junction,Medium
16,Tuesday,3,0,0,Residential,Clear,4,25,40,Auto,2,13,Good,9,0,1,2,5,24,51,T-Junction,Medium
1,Saturday,5,0,1,Highway,Clear,4,53,80,Bus,2,13,Dry,7,0,1,0,7,34,53,Intersection,Medium
18,Monday,2,1,0,Residential,Rainy,6,24,40,Truck,2,8,Good,7,1,1,0,8,31,58,T-Junction,High
10,Wednesday,3,1,0,National Highway,Clear,7,45,80,Auto,4,4,Dry,11,1,0,0,7,25,73,No Junction,High
17,Friday,4,1,0,Urban Road,Rainy,5,34,40,Motorcycle,2,12,Dry,10,0,0,3,8,22,24,Roundabout,Medium
15,Sunday,4,0,1,Residential,Cloudy,1,71,40,Bus,1,9,Dry,5,0,0,0,9,37,72,No Junction,Medium
10,Wednesday,11,1,0,National Highway,Clear,6,16,80,Auto,4,1,Good,3,0,0,1,9,14,21,Roundabout,Medium
7,Saturday,9,1,1,Residential,Clear,5,57,40,Bus,1,6,Wet,9,0,0,1,8,27,64,Intersection,Medium
6,Friday,1,0,0,Highway,Clear,3,14,80,Motorcycle,1,5,Slippery,11,0,0,2,6,21,52,Y-Junction,Medium
19,Friday,12,1,0,Urban Road,Clear,7,10,40,Bus,1,1,Dry,10,1,0,0,7,28,30,No Junction,Medium
21,Friday,9,0,0,Highway,Rainy,7,21,80,Motorcycle,1,3,Dry,12,0,0,0,9,28,83,T-Junction,Medium
17,Thursday,9,1,0,State Highway,Clear,4,60,60,Car,2,6,Under Construction,7,0,0,3,5,33,55,Intersection,High
6,Thursday,11,0,0,Residential,Cloudy,6,49,40,Car,4,4,Wet,8,0,1,0,6,35,40,T-Junction,High
12,Sunday,6,0,1,National Highway,Foggy,7,16,80,Truck,1,8,Dry,7,0,1,1,2,16,71,T-Junction,High
18,Friday,11,1,0,Highway,Clear,8,10,80,Car,1,1,Dry,10,0,1,1,6,23,85,No Junction,Medium
19,Sunday,1,1,1,Urban Road,Clear,6,10,40,Car,1,4,Dry,5,0,0,0,7,28,40,Intersection,Low
7,Monday,11,1,0,Highway,Clear,7,14,80,Motorcycle,1,2,Wet,8,0,0,1,6,34,84,Intersection,Medium
0,Friday,12,0,0,Urban Road,Clear,6,18,40,Car,4,0,Slippery,12,1,0,1,5,31,33,Y-Junction,High
18,Tuesday,6,1,0,Highway,Clear,1,47,80,Car,2,4,Wet,5,0,0,0,6,20,23,Intersection,Medium
11,Friday,8,0,0,Urban Road,Rainy,1,67,40,Truck,1,2,Dry,3,1,1,2,9,29,58,No Junction,High
8,Thursday,5,1,0,State Highway,Rainy,7,17,60,Truck,1,9,Dry,9,0,0,1,5,32,63,Intersection,Medium
1,Thursday,5,0,0,Highway,Heavy Rain,5,13,80,Auto,2,7,Dry,14,0,0,3,2,22,85,T-Junction,High
15,Tuesday,1,0,0,Urban Road,Foggy,7,33,40,Bus,1,7,Under Construction,5,0,0,1,4,23,55,Y-Junction,High
20,Tuesday,1,1,0,National Highway,Clear,6,47,80,Car,2,6,Wet,11,0,0,0,7,24,64,Y-Junction,High
22,Wednesday,8,0,0,National Highway,Foggy,3,45,80,Motorcycle,4,3,Dry,8,0,0,1,4,23,52,Y-Junction,High
16,Monday,5,0,0,Urban Road,Clear,2,42,40,Motorcycle,4,0,Dry,5,0,1,2,9,26,100,Intersection,Medium
14,Monday,8,0,0,National Highway,Clear,4,19,80,Motorcycle,1,7,Wet,10,0,0,0,6,27,56,T-Junction,Medium
6,Monday,10,0,0,Urban Road,Rainy,3,63,40,Bicycle,3,0,Slippery,3,0,1,0,7,27,53,Intersection,High
15,Saturday,2,0,1,Urban Road,Rainy,4,43,40,Car,2,2,Dry,12,0,0,0,6,30,58,Y-Junction,Medium
11,Thursday,4,0,0,State Highway,Rainy,6,27,60,Motorcycle,2,8,Wet,8,0,0,1,5,25,60,Roundabout,Medium
16,Monday,11,0,0,State Highway,Cloudy,2,34,60,Motorcycle,2,3,Wet,3,0,1,0,7,21,25,Intersection,Low
11,Wednesday,10,0,0,State Highway,Cloudy,6,33,60,Auto,2,10,Slippery,13,0,0,0,7,22,46,Y-Junction,Medium
8,Wednesday,9,1,0,State Highway,Clear,1,10,60,Auto,3,10,Under Construction,10,0,0,0,5,31,38,Roundabout,Medium
6,Monday,3,0,0,Urban Road,Rainy,7,10,40,Auto,2,5,Dry,8,1,1,1,5,23,50,No Junction,High
10,Tuesday,6,1,0,Residential,Heavy Rain,5,10,40,Bicycle,3,10,Good,10,0,0,0,3,30,97,No Junction,High
6,Wednesday,11,0,0,Urban Road,Foggy,7,44,40,Car,4,1,Slippery,3,0,0,0,4,30,21,No Junction,High
7,Sunday,7,1,1,Urban Road,Rainy,4,11,40,Motorcycle,1,0,Dry,6,0,0,0,8,34,38,T-Junction,Medium
23,Tuesday,3,0,0,Highway,Heavy Rain,5,33,80,Car,2,4,Slippery,15,0,0,0,5,22,75,T-Junction,High
13,Sunday,1,0,1,Urban Road,Clear,2,49,40,Bus,1,12,Wet,8,0,0,0,8,22,48,Roundabout,Medium
15,Thursday,2,0,0,State Highway,Clear,6,25,60,Motorcycle,2,4,Good,6,0,1,1,8,33,84,T-Junction,Medium
20,Saturday,11,1,1,State Highway,Foggy,4,10,60,Truck,2,10,Dry,8,0,0,0,3,16,87,Y-Junction,Medium
23,Wednesday,10,0,0,Residential,Rainy,1,56,40,Car,3,9,Wet,4,0,0,1,7,31,28,No Junction,Medium
16,Tuesday,7,0,0,Urban Road,Clear,6,81,40,Car,2,10,Good,12,0,0,1,7,34,38,Intersection,High
19,Sunday,7,1,1,Residential,Clear,4,10,40,Car,4,3,Dry,6,0,1,1,7,17,100,No Junction,High
10,Monday,12,1,0,Residential,Clear,10,29,40,Truck,2,9,Wet,3,0,0,0,7,28,74,Roundabout,Medium
9,Sunday,1,1,1,National Highway,Rainy,6,10,80,Motorcycle,2,0,Slippery,8,0,0,0,5,25,36,Roundabout,Medium
12,Sunday,10,0,1,Highway,Clear,6,53,80,Truck,1,7,Slippery,10,0,1,3,9,36,46,Intersection,High
17,Thursday,7,1,0,Urban Road,Clear,9,10,40,Motorcycle,1,8,Under Construction,10,0,0,3,6,38,79,T-Junction,Medium
17,Friday,10,1,0,National Highway,Clear,6,24,80,Car,2,5,Wet,3,0,0,0,6,42,63,No Junction,High
10,Friday,11,1,0,National Highway,Clear,6,22,80,Car,2,13,Dry,5,0,0,0,5,36,69,T-Junction,High
7,Monday,6,1,0,Urban Road,Clear,7,37,40,Auto,2,12,Wet,3,0,0,0,8,36,52,No Junction,Medium
17,Thursday,11,1,0,Highway,Clear,5,46,80,Truck,2,7,Dry,10,1,0,0,9,43,55,T-Junction,High
7,Thursday,6,1,0,State Highway,Rainy,5,19,60,Motorcycle,2,1,Dry,9,1,0,0,6,28,86,T-Junction,Medium
16,Thursday,7,0,0,Residential,Rainy,5,22,40,Motorcycle,2,2,Wet,9,1,0,0,8,31,80,Roundabout,Medium
18,Thursday,7,1,0,State Highway,Clear,9,10,60,Motorcycle,1,5,Dry,6,1,0,2,7,37,34,Intersection,High
18,Friday,1,1,0,Urban Road,Rainy,7,13,40,Car,1,11,Dry,3,1,0,2,9,27,55,Y-Junction,Medium
18,Tuesday,10,1,0,Urban Road,Cloudy,7,23,40,Auto,2,5,Dry,5,0,0,1,9,23,83,T-Junction,Medium
20,Thursday,5,1,0,Highway,Clear,8,21,80,Auto,1,1,Slippery,11,0,0,1,7,24,20,No Junction,Medium
14,Tuesday,8,0,0,Residential,Heavy Rain,7,17,40,Motorcycle,2,9,Wet,9,0,0,0,3,26,20,Intersection,Medium
18,Sunday,8,1,1,Highway,Clear,7,29,80,Motorcycle,3,13,Wet,3,0,0,0,9,27,98,T-Junction,High
17,Sunday,3,1,1,Highway,Clear,5,38,80,Car,2,0,Dry,7,0,1,0,5,24,64,T-Junction,High
8,Thursday,3,1,0,Urban Road,Clear,6,70,40,Car,2,3,Dry,9,1,0,1,5,17,61,Roundabout,High
2,Wednesday,7,0,0,Urban Road,Rainy,1,72,40,Truck,5,10,Dry,7,1,1,0,5,35,79,Intersection,High
9,Saturday,4,1,1,Urban Road,Clear,4,38,40,Motorcycle,2,6,Dry,3,0,0,0,9,41,25,Intersection,Medium
13,Wednesday,6,0,0,Highway,Clear,6,27,80,Bicycle,1,11,Slippery,6,0,1,2,6,19,68,Y-Junction,High
17,Sunday,9,1,1,National Highway,Cloudy,4,10,80,Car,4,3,Dry,5,0,0,0,8,20,85,Y-Junction,Medium
20,Saturday,10,1,1,Highway,Clear,4,10,80,Car,1,2,Wet,8,0,0,1,6,24,56,Intersection,Medium
8,Wednesday,2,1,0,Urban Road,Cloudy,8,30,40,Bicycle,2,6,Wet,8,0,0,1,8,20,97,Intersection,Medium
7,Thursday,2,1,0,Urban Road,Clear,4,28,40,Motorcycle,4,4,Dry,6,0,1,1,9,25,99,No Junction,Medium
22,Tuesday,6,0,0,State Highway,Cloudy,3,21,60,Motorcycle,3,5,Dry,9,1,0,1,7,27,91,Intersection,Medium
6,Saturday,3,0,1,Urban Road,Cloudy,2,40,40,Car,3,4,Slippery,12,0,0,0,8,31,71,No Junction,Medium
13,Friday,1,0,0,Highway,Clear,2,33,80,Car,2,0,Wet,17,1,1,0,8,25,62,Intersection,High
16,Monday,2,0,0,Highway,Rainy,3,38,80,Auto,2,4,Under Construction,5,0,0,1,6,36,55,No Junction,Medium
15,Saturday,7,0,1,Residential,Clear,1,27,40,Motorcycle,1,5,Dry,8,0,1,2,9,22,63,T-Junction,Low
6,Saturday,4,0,1,Residential,Clear,8,38,40,Auto,2,7,Slippery,3,1,0,3,6,24,85,No Junction,High
5,Friday,12,0,0,Urban Road,Foggy,4,31,40,Motorcycle,3,5,Dry,6,0,0,2,3,42,38,T-Junction,High
6,Thursday,2,0,0,Highway,Rainy,5,53,80,Auto,2,1,Dry,11,0,1,0,8,29,69,T-Junction,Medium
16,Wednesday,11,0,0,Urban Road,Foggy,1,41,40,Bus,4,1,Dry,3,0,0,0,3,30,80,No Junction,Medium
15,Wednesday,12,0,0,Residential,Clear,3,43,40,Car,1,6,Dry,6,0,1,0,9,23,48,Intersection,Medium
8,Sunday,12,1,1,Residential,Clear,6,19,40,Motorcycle,1,1,Slippery,7,1,0,0,8,29,63,Intersection,Medium
17,Tuesday,8,1,0,Highway,Clear,4,15,80,Auto,1,0,Dry,3,0,0,0,7,28,81,Intersection,Low
19,Thursday,4,1,0,Residential,Clear,8,10,40,Truck,4,8,Wet,9,1,1,1,6,28,75,Intersection,High
4,Friday,4,0,0,Urban Road,Clear,5,59,40,Bus,1,5,Dry,8,0,1,2,6,30,55,Intersection,High
14,Thursday,2,0,0,Residential,Clear,4,52,40,Motorcycle,1,9,Dry,6,0,0,0,9,35,46,Y-Junction,Medium
17,Thursday,1,1,0,Residential,Foggy,6,10,40,Car,3,6,Under Construction,9,0,0,3,1,20,41,Roundabout,High
8,Wednesday,1,1,0,National Highway,Clear,5,40,80,Auto,2,1,Wet,5,0,0,0,9,31,63,Roundabout,Medium
9,Friday,3,1,0,Urban Road,Clear,2,10,40,Bus,1,1,Wet,9,0,1,0,6,29,74,Intersection,Medium
17,Monday,6,1,0,Urban Road,Clear,7,21,40,Motorcycle,3,9,Dry,8,0,0,0,9,32,63,T-Junction,Medium
21,Saturday,7,0,1,Urban Road,Rainy,1,46,40,Truck,1,9,Dry,8,0,0,1,8,33,49,No Junction,Medium
19,Wednesday,9,1,0,Urban Road,Clear,6,44,40,Car,1,4,Wet,7,1,0,0,5,26,75,Intersection,High
16,Friday,5,0,0,Highway,Clear,7,40,80,Auto,1,1,Under Construction,3,0,0,0,5,26,62,No Junction,Medium
18,Tuesday,9,1,0,Urban Road,Clear,6,10,40,Car,1,8,Dry,3,0,0,0,9,31,46,T-Junction,Medium
11,Saturday,8,0,1,Highway,Clear,4,50,80,Truck,3,0,Wet,5,1,0,1,8,23,41,No Junction,High
17,Saturday,1,1,1,National Highway,Rainy,3,46,80,Motorcycle,2,4,Under Construction,6,0,0,0,8,27,58,Intersection,Medium
13,Wednesday,11,0,0,Residential,Clear,1,64,40,Motorcycle,2,10,Good,8,0,0,1,8,28,57,Y-Junction,Medium
8,Sunday,12,1,1,Highway,Clear,7,10,80,Car,3,5,Good,7,0,0,0,7,34,57,No Junction,Medium
18,Tuesday,3,1,0,Highway,Foggy,8,61,80,Car,2,4,Slippery,6,0,0,0,2,28,96,No Junction,High
15,Wednesday,8,0,0,Urban Road,Rainy,7,27,40,Car,4,2,Dry,3,0,0,2,6,29,73,No Junction,High
11,Thursday,9,0,0,Urban Road,Rainy,9,26,40,Car,1,6,Under Construction,5,0,0,1,6,26,69,Intersection,Medium
21,Sunday,4,0,1,Urban Road,Rainy,2,26,40,Car,1,10,Under Construction,4,0,1,3,8,29,54,T-Junction,Medium
2,Friday,12,0,0,Urban Road,Clear,5,79,40,Motorcycle,4,6,Wet,13,0,0,0,5,29,73,T-Junction,High
10,Tuesday,6,1,0,National Highway,Clear,9,10,80,Motorcycle,5,8,Dry,8,1,1,0,7,24,55,No Junction,High
5,Saturday,4,0,1,Residential,Clear,7,15,40,Motorcycle,1,9,Wet,12,0,0,3,6,31,100,T-Junction,Medium
18,Wednesday,9,1,0,Urban Road,Cloudy,9,43,40,Car,1,11,Dry,8,1,1,1,6,20,95,T-Junction,High
18,Saturday,2,1,1,State Highway,Rainy,4,17,60,Bus,1,2,Wet,13,0,0,0,6,28,39,Roundabout,Medium
10,Tuesday,6,1,0,Highway,Rainy,10,10,80,Car,1,9,Slippery,8,0,0,0,7,38,46,No Junction,Medium
17,Saturday,11,1,1,Highway,Cloudy,7,11,80,Car,2,10,Slippery,9,0,0,2,8,19,96,Roundabout,High
12,Wednesday,3,0,0,Urban Road,Clear,5,52,40,Motorcycle,1,0,Slippery,13,0,0,0,7,22,60,T-Junction,Medium
18,Sunday,10,1,1,Residential,Cloudy,5,35,40,Motorcycle,2,4,Wet,5,0,1,0,8,35,73,T-Junction,Medium
13,Wednesday,4,0,0,Urban Road,Heavy Rain,8,38,40,Auto,2,8,Wet,6,0,0,0,4,32,56,T-Junction,High
12,Monday,2,0,0,Highway,Rainy,10,54,80,Car,1,5,Good,8,0,0,0,6,22,20,Intersection,Medium
22,Saturday,11,0,1,National Highway,Clear,3,54,80,Motorcycle,1,8,Wet,16,0,0,0,5,20,41,Roundabout,High
8,Monday,8,1,0,Urban Road,Cloudy,7,28,40,Car,2,8,Slippery,6,0,0,2,7,14,71,Intersection,Medium
7,Sunday,10,1,1,State Highway,Rainy,7,28,60,Car,1,5,Slippery,8,0,1,1,7,17,64,No Junction,Medium
16,Monday,8,0,0,State Highway,Rainy,2,63,60,Motorcycle,2,3,Wet,10,0,0,1,6,26,58,No Junction,Medium
22,Saturday,1,0,1,Urban Road,Cloudy,4,17,40,Truck,2,4,Good,12,0,0,1,6,35,64,No Junction,Low
11,Tuesday,10,0,0,State Highway,Rainy,6,33,60,Motorcycle,1,1,Dry,10,0,0,1,5,34,40,T-Junction,Low
5,Thursday,6,0,0,Residential,Rainy,8,53,40,Car,1,0,Wet,12,0,1,3,5,32,37,No Junction,High
10,Sunday,1,1,1,National Highway,Clear,5,10,80,Bicycle,2,8,Dry,10,0,1,0,6,19,26,No Junction,Medium
14,Wednesday,6,0,0,Urban Road,Rainy,5,36,40,Car,2,9,Slippery,8,0,0,0,8,36,66,T-Junction,Low
7,Friday,7,1,0,National Highway,Cloudy,5,35,80,Motorcycle,3,1,Under Construction,4,0,0,1,6,31,84,Intersection,High
17,Sunday,2,1,1,Highway,Rainy,7,10,80,Truck,2,7,Dry,6,0,0,0,5,19,83,Intersection,High
23,Monday,9,0,0,State Highway,Cloudy,4,15,60,Motorcycle,2,7,Dry,6,0,0,0,6,20,86,T-Junction,Medium
13,Tuesday,8,0,0,Urban Road,Clear,6,32,40,Car,1,0,Wet,8,1,0,3,5,32,25,T-Junction,High
11,Saturday,9,0,1,Highway,Clear,2,72,80,Car,2,13,Good,9,0,0,1,9,33,55,Intersection,Medium
12,Tuesday,10,0,0,Highway,Clear,1,39,80,Auto,2,5,Dry,13,0,0,0,8,25,74,T-Junction,Medium
7,Tuesday,4,1,0,Urban Road,Clear,5,10,40,Auto,1,7,Wet,3,1,0,3,5,25,65,Intersection,High
20,Saturday,4,1,1,Urban Road,Clear,9,18,40,Car,3,7,Dry,7,1,0,1,7,30,57,Y-Junction,High
12,Friday,12,0,0,Urban Road,Clear,4,10,40,Car,4,6,Good,13,0,0,0,7,29,81,Intersection,Medium
11,Saturday,8,0,1,Urban Road,Rainy,3,27,40,Car,5,8,Wet,3,0,0,1,8,31,100,T-Junction,Medium
17,Friday,1,1,0,Urban Road,Cloudy,7,10,40,Auto,3,12,Wet,5,0,0,0,8,19,31,Roundabout,Medium
13,Saturday,8,0,1,Urban Road,Clear,4,59,40,Car,3,14,Dry,9,1,0,1,7,27,94,Intersection,High
17,Monday,7,1,0,Urban Road,Clear,8,24,40,Car,1,6,Slippery,10,0,0,0,9,30,57,T-Junction,Medium
5,Friday,12,0,0,State Highway,Heavy Rain,5,44,60,Truck,2,7,Dry,3,0,0,0,2,29,67,Intersection,Medium
19,Monday,7,1,0,Residential,Cloudy,10,10,40,Bus,3,13,Wet,12,0,0,0,5,28,61,T-Junction,High
22,Sunday,9,0,1,Highway,Cloudy,6,34,80,Motorcycle,1,5,Wet,9,0,0,0,8,23,41,Intersection,Medium
17,Friday,10,1,0,Urban Road,Clear,8,34,40,Car,1,2,Wet,3,0,0,0,7,30,68,No Junction,Medium
22,Friday,7,0,0,State Highway,Rainy,6,47,60,Bus,2,3,Under Construction,11,0,0,0,8,17,75,No Junction,Low
7,Saturday,2,1,1,Highway,Clear,6,10,80,Motorcycle,2,5,Dry,11,0,0,0,7,29,52,Roundabout,Low
13,Friday,1,0,0,Urban Road,Rainy,4,22,40,Truck,2,3,Dry,7,0,0,0,7,36,22,T-Junction,Medium
16,Monday,1,0,0,Urban Road,Clear,6,45,40,Car,1,11,Slippery,6,0,1,0,5,29,67,No Junction,Medium
16,Sunday,7,0,1,National Highway,Rainy,1,44,80,Motorcycle,1,3,Slippery,4,0,0,1,8,22,88,T-Junction,Medium
12,Saturday,5,0,1,Urban Road,Clear,1,55,40,Car,3,0,Dry,6,0,0,0,9,26,62,No Junction,Medium
10,Wednesday,4,1,0,Residential,Cloudy,6,26,40,Car,3,6,Dry,11,0,0,0,8,23,53,Roundabout,Medium
7,Sunday,5,1,1,Urban Road,Clear,6,18,40,Truck,2,9,Slippery,3,0,0,1,7,29,81,T-Junction,Medium
12,Sunday,10,0,1,State Highway,Clear,2,59,60,Auto,4,8,Dry,5,0,1,0,9,28,60,No Junction,Medium
7,Monday,10,1,0,Urban Road,Cloudy,8,10,40,Auto,1,4,Good,8,0,0,0,7,22,57,T-Junction,Medium
18,Sunday,6,1,1,Urban Road,Foggy,3,27,40,Motorcycle,2,5,Wet,10,0,1,2,3,34,61,No Junction,High
8,Wednesday,12,1,0,Urban Road,Clear,6,10,40,Auto,1,6,Under Construction,10,0,0,0,7,26,57,Intersection,Medium
5,Tuesday,10,0,0,National Highway,Clear,1,42,80,Motorcycle,1,1,Under Construction,5,0,0,0,6,30,62,No Junction,Medium
15,Saturday,6,0,1,Highway,Clear,4,35,80,Motorcycle,2,4,Wet,7,0,0,2,9,37,71,Intersection,Medium
16,Tuesday,1,0,0,Highway,Rainy,8,26,80,Bus,2,1,Wet,6,0,0,0,5,20,88,No Junction,Medium
20,Saturday,2,1,1,Residential,Clear,6,27,40,Car,2,0,Wet,8,1,0,3,6,37,21,T-Junction,High
16,Sunday,3,0,1,Residential,Cloudy,6,31,40,Motorcycle,4,12,Under Construction,9,0,0,2,7,24,55,Roundabout,High
10,Saturday,4,1,1,Urban Road,Rainy,8,10,40,Bus,2,3,Wet,7,1,0,0,8,35,92,No Junction,Medium
19,Monday,6,1,0,Urban Road,Cloudy,6,10,40,Motorcycle,2,6,Dry,8,0,0,0,7,35,57,No Junction,Medium
15,Wednesday,12,0,0,Urban Road,Clear,6,30,40,Car,2,7,Wet,7,0,0,0,5,24,87,T-Junction,Medium
6,Saturday,12,0,1,Urban Road,Clear,1,37,40,Bicycle,1,7,Wet,3,1,0,0,8,27,68,No Junction,Low
16,Wednesday,11,0,0,State Highway,Cloudy,4,21,60,Car,1,9,Dry,11,0,0,2,9,16,92,T-Junction,Low
21,Saturday,9,0,1,Highway,Clear,4,36,80,Car,3,2,Dry,11,0,0,0,9,25,70,Roundabout,Medium
12,Wednesday,12,0,0,State Highway,Clear,3,48,60,Bus,1,7,Dry,3,0,0,0,7,22,88,No Junction,Medium
9,Tuesday,2,1,0,Urban Road,Rainy,7,36,40,Bus,3,7,Under Construction,14,0,1,1,6,23,71,T-Junction,High
7,Monday,8,1,0,Urban Road,Rainy,5,45,40,Truck,2,7,Dry,9,0,1,1,8,28,87,Y-Junction,Medium
7,Saturday,9,1,1,Urban Road,Clear,7,12,40,Motorcycle,3,5,Dry,9,1,0,0,6,30,100,Intersection,High
12,Thursday,2,0,0,Residential,Rainy,2,66,40,Bus,1,7,Slippery,6,0,0,0,7,24,78,No Junction,Medium
16,Wednesday,9,0,0,Highway,Clear,3,35,80,Truck,3,8,Under Construction,8,0,0,2,8,28,84,No Junction,Medium
6,Wednesday,7,0,0,Residential,Clear,5,80,40,Bicycle,3,8,Dry,9,0,0,2,9,25,52,T-Junction,High
22,Thursday,9,0,0,State Highway,Heavy Rain,2,42,60,Motorcycle,1,6,Wet,13,0,0,3,3,30,65,No Junction,High
18,Monday,6,1,0,Highway,Clear,10,10,80,Car,3,15,Dry,4,0,0,0,7,26,39,No Junction,High
16,Wednesday,2,0,0,Highway,Cloudy,1,37,80,Car,2,1,Dry,11,0,0,1,8,21,75,No Junction,Medium
19,Monday,8,1,0,Urban Road,Rainy,5,10,40,Car,1,4,Dry,6,1,0,1,7,23,81,No Junction,Medium
6,Wednesday,10,0,0,State Highway,Clear,5,70,60,Bus,2,6,Wet,12,0,0,0,9,26,42,T-Junction,Medium
13,Sunday,9,0,1,Urban Road,Foggy,7,49,40,Car,1,3,Slippery,3,1,0,1,2,31,100,T-Junction,High
17,Friday,12,1,0,State Highway,Rainy,3,53,60,Truck,5,3,Dry,7,0,0,0,6,37,57,No Junction,High
19,Sunday,8,1,1,Urban Road,Rainy,3,50,40,Car,5,0,Dry,3,0,0,2,7,24,84,T-Junction,High
19,Wednesday,2,1,0,State Highway,Clear,5,44,60,Motorcycle,1,2,Dry,6,0,0,2,5,17,59,T-Junction,Medium
9,Friday,8,1,0,Residential,Clear,10,39,40,Motorcycle,1,3,Under Construction,6,0,0,1,9,35,60,Roundabout,Medium
22,Saturday,3,0,1,Urban Road,Foggy,5,28,40,Auto,2,5,Slippery,9,0,0,3,4,31,20,Y-Junction,High
7,Monday,3,1,0,National Highway,Foggy,5,10,80,Car,2,6,Slippery,3,0,0,0,4,29,65,Y-Junction,High
20,Wednesday,9,1,0,Residential,Cloudy,9,23,40,Motorcycle,2,1,Wet,12,0,0,1,9,20,43,T-Junction,Medium
23,Tuesday,9,0,0,Urban Road,Clear,5,45,40,Motorcycle,3,2,Wet,13,0,1,0,7,27,80,Intersection,High
7,Tuesday,9,1,0,Residential,Clear,7,27,40,Car,1,6,Dry,8,1,0,0,5,32,49,No Junction,High
18,Thursday,4,1,0,Residential,Heavy Rain,7,19,40,Car,1,7,Dry,4,0,0,0,5,19,52,T-Junction,High
4,Tuesday,12,0,0,Urban Road,Clear,3,29,40,Car,2,6,Dry,3,0,1,3,9,33,64,Intersection,Medium
12,Friday,7,0,0,Urban Road,Clear,5,39,40,Car,1,1,Good,8,0,0,2,8,30,82,Roundabout,Low
14,Tuesday,8,0,0,Urban Road,Cloudy,4,25,40,Car,3,4,Under Construction,5,0,0,1,9,35,68,No Junction,Medium
16,Tuesday,5,0,0,National Highway,Clear,10,10,80,Motorcycle,3,6,Wet,11,0,0,1,7,32,57,No Junction,Medium
22,Tuesday,1,0,0,Residential,Clear,8,32,40,Car,2,6,Dry,6,0,1,0,5,14,75,T-Junction,Medium
17,Wednesday,9,1,0,Highway,Clear,6,10,80,Car,2,7,Dry,9,0,0,0,9,21,71,Roundabout,Medium
14,Thursday,6,0,0,Urban Road,Clear,5,53,40,Car,2,4,Dry,7,0,0,0,5,32,56,Y-Junction,Medium
19,Monday,3,1,0,Highway,Clear,4,10,80,Car,1,5,Wet,6,0,1,0,5,20,20,No Junction,Medium
22,Thursday,3,0,0,Urban Road,Rainy,5,51,40,Car,2,5,Wet,5,0,0,0,6,23,92,Y-Junction,Medium
2,Friday,10,0,0,Urban Road,Clear,2,11,40,Bus,1,7,Good,4,0,0,0,5,27,53,No Junction,Low
23,Wednesday,1,0,0,Urban Road,Clear,3,20,40,Car,1,6,Slippery,6,0,1,0,9,24,80,Y-Junction,Low
6,Saturday,8,0,1,National Highway,Cloudy,5,67,80,Car,2,3,Dry,8,0,0,1,9,16,75,Intersection,Medium
19,Wednesday,2,1,0,National Highway,Cloudy,4,55,80,Car,2,5,Dry,8,0,0,2,7,30,38,No Junction,High
9,Sunday,12,1,1,Highway,Cloudy,4,10,80,Truck,1,11,Dry,8,0,0,2,7,26,54,No Junction,Medium
7,Tuesday,1,1,0,Urban Road,Foggy,5,26,40,Car,1,8,Dry,7,0,0,0,1,29,32,No Junction,High
12,Tuesday,7,0,0,State Highway,Rainy,4,12,60,Car,2,0,Good,3,0,1,1,8,26,36,Y-Junction,Medium
17,Friday,11,1,0,Urban Road,Clear,9,26,40,Bicycle,3,8,Slippery,11,0,1,1,9,14,60,T-Junction,High
11,Saturday,9,0,1,State Highway,Clear,6,37,60,Motorcycle,2,4,Dry,3,0,0,0,5,24,74,Intersection,Medium
5,Sunday,6,0,1,State Highway,Clear,3,40,60,Truck,4,13,Dry,9,0,0,1,7,22,91,No Junction,Medium
16,Wednesday,8,0,0,Residential,Heavy Rain,7,19,40,Auto,4,10,Wet,11,0,0,1,2,28,63,Y-Junction,High
21,Saturday,8,0,1,Urban Road,Rainy,3,55,40,Car,3,7,Wet,11,0,1,0,6,31,41,No Junction,Medium
11,Monday,9,0,0,National Highway,Heavy Rain,5,41,80,Bus,3,8,Wet,10,1,0,0,2,25,66,No Junction,High
8,Thursday,7,1,0,State Highway,Clear,6,10,60,Truck,2,13,Dry,8,0,1,0,6,31,63,T-Junction,Medium
